doc_id,discussion_id,text
654927,1.0," A growing body of evidence suggests that the majority of CCSVI pathology is confined to the intra-luminal portion of extracranial veins, which requires high-resolution DS or IVUS B-mode imaging for the visualization of these anomalies [8, 26, 27]. It has been shown that the presence and number of these anomalies may contribute to a higher number of collateral neck veins and functional abnormalities [8, 27]. While CV is considered to be ""the gold standard - benchmark"" for detecting stenosis in blood vessels associated with altered blood flow, the PREMiSe study showed that CV may not be sensitive enough to reveal the exact nature of narrowed vein segments [25]. CV is a luminogram and brings little or no data regarding the vessel's intra-luminal structures because of dense opacification of the lumen with contrast, which obliterates subtle intra-luminal structures [19]. There are no consensus guidelines with respect to the use of angiographic contrast for extrcranial CV examination [28]. The recent position statement of the International Society for Neurovascular Disease on the use of angiographic contrast for the assessment of IJVs and the azygos vein on CV does not provide clear guidelines on this issue [29]. Angiographic contrast may be used diluted (1:1) or non-diluted. While the diluted contrast may allow a better visualization of endoluminal structures (valve leaflets, webs, etc.) non-diluted contrast allows a better opacification of epidural and other collaterals, as well as a better estimation of overall features of the veins [28]. In the PREMiSe study, non-diluted contrast was used. It could be that use of a diluted contrast could have produced different findings. The PREMiSe study also demonstrated the advantage of IVUS compared to CV in detecting intra-luminal abnormalities as well as the importance of including IVUS during CV examination, especially for the assessment of the azygos vein [25]. It is important to note that sensitivity of IVUS to depict extracranial venous anomalies on DS, indicative of CCSVI, was in better agreement than the CV findings, especially for the azygos vein/VVs territory. However, one of the important limitations of DS screening approach is that the azygos vein cannot be directly imaged. While the sensitivity for detecting VV anomalies on IVUS vs. DS was high, DS did not detect abnormal VV flow in 10 patients who had positive IVUS in the azygos vein. Similar limitations were observed for MRV. These results suggest that currently, available noninvasive indirect screening methods are inadequate in depicting the total amount of intra-luminal pathology of the azygos vein. The sensitivity of CV + IVUS to define total IJV pathology on DS was 100%. These findings support results from the 2 previous studies in which a higher sensitivity of DS to detect extracranial anomalies on IVUS compared to CV was found in the IJVs [27, 30]. These results can also explain findings from some recent reports that found low correspondence between the DS screening assessment and the CV findings [9, 31]. "
654927,2.0," Zamboni et al. proposed a set of 5 VH DS criteria by which MS patients were differentiated from healthy controls with 100% specificity and sensitivity. While the original publication did not provide the exact technical procedures for the protocol application in either a research or routine clinical setting, there were recent attempts to define the standardized CCSVI DS scanning protocol [5, 32, 33]. These revised DS protocols propose the use of quantitative measures for the definition of functional anomalies such as blood flow velocity and volume that could be potentially more reliable in assessing the degree of venous outflow obstruction in the extracranial venous system [32, 33]. They also refine originally proposed VH criteria [5, 32, 34] and propose the use of the central blinded DS reading [33]. In this multimodal comparison of different noninvasive and invasive imaging techniques in phase 2 of the PREMiSe study, we read findings from multimodal techniques in a blinded manner by different experts and using a panel to reach a consensus when there were discrepancies by the readers. They also confirmed the correctness of the exam reading by a-priori comparing un-blinded reading results of the individual imaging modalities on a subject level. We did not consider the assessment of the second CCSVI VH criterion (reflux in deep cerebral veins) for several reasons: 1) the reproducibility of this criterion is lower compared to the other 4 VH criteria; [6, 7] 2) there is no direct anatomical extracranial correlate for performing sensitivity and specificity comparisons with other multimodal imaging techniques; 3) use of this criterion contributes to the highest variability in making a CCSVI diagnosis and 4) the direction of the blood flow in veins connecting cortical with deep veins may vary considerably as a consequence of the physiologic inter-individual variation of the cerebral venous anatomy [11]. Despite this, the results of the multimodal PREMiSe study further support the value of DS VH criteria for the screening of extracranial venous anomalies in territories of left and right IJVs. "
654927,3.0," When CV + IVUS findings were compared to MRV findings, sensitivity was high but the specificity was low, confirming our previous results [23, 24]. Some other investigators used a slightly different grading system for the detection of extracranial venous anomalies on MRV and found similar sensitivity but better specificity compared to CV [35]. Therefore, the use of different MRV evaluation criteria may have yielded different sensitivity and specificity results compared to CV, IVUS and DS in the PREMiSe study. While there is still a lack of standardized guidelines for the detection of extracranial venous anomalies indicative of CCSVI on MRV, the findings from the PREMiSe study indicate that MRV should be incorporated in the armentorium of noninvasive screening techniques. Further work is needed to standardize MRV morphology criteria [6, 22–24, 35–37] and incorporate flow and velocity information in determining subjects at risk for the detection of extracranial venous outflow anomalies with hemodynamic consequences [38–40]. "
654927,4.0," The combination of DS + MRV did not yield better reliability vs. invasive imaging techniques compared to the DS alone. However, phase 2 of the PREMiSe study included only MS patients with ≥2 VH extracranial criteria, which limited our ability to explore the additive value of MRV to DS in improving sensitivity and specificity vs. other invasive imaging techniques. "
654927,5.0," It was proposed that extracranial venous collateral circulation is a compensatory mechanism for impaired venous outflow because it bypasses blocked veins and thereby reduces resistance to drainage [6, 8, 41]. The PREMiSe study showed an excellent correspondence between identifying collateral veins on MRV and CV. Approximately, 70%-85% of patients presented collateral veins on the right and 75%-80% on the left side of IJV on MRV and CV respectively. In addition, 80% of patients presented with collaterals of the azygos vein on CV. These findings confirm that the presence of collaterals on MRV and CV may represent an indirect compensatory mechanism for impaired venous outflow. In the previous study, we found high specificity for distinguishing MS vs. healthy controls based on >1 of collateral veins in the neck [6]. "
654927,6.0," PREMiSe was an endovascular angioplasty study that did not include healthy controls or MS patients without the presence of CCSVI diagnosis on DS. This selection bias of the included population was an important limitation of this diagnostic study, as the sensitivity and specificity findings of noninvasive vs. invasive techniques cannot be generalized to the prevalence of findings to other case–control studies. However, the main aim of this multimodal study was to define and reliably detect extracranial venous anomalies, indicative of CCSVI in the IJVs and azygos vein/VVs of patients using DS and to confirm the presence of these anomalies by using 2 invasive imaging techniques. Another potential limitation of the study is a relatively small sample size, which could skew our findings. Although PREMiSe was a limited pilot trial not powered to detect the prevalence of CCSVI in the general MS population and healthy individuals, it confirmed a general prevalence of extracranial venous anomalies, indicative of CCSVI that we have reported in large cohorts using DS and MRV [5, 6, 8, 22]. "
654927,7.0," Maybe the most important result of the PREMiSe study is that our multimodal imaging findings contradict the number of recent DS studies that reported a prevalence of CCSVI <10% in MS patients [9, 11, 12, 16, 17, 33, 42–44]. In fact, the invasive diagnostic portion of PREMiSe confirmed that 19 of the 20 MS patients screened as CCSVI positive by DS had severe impairment of extracranial venous outflow with significant stenosis in the IJVs and azygos veins. Future, larger, case-controlled, multicenter, multimodal, noninvasive and invasive imaging studies that will include healthy controls, MS patients and patients with other neurological diseases should determine the real prevalence of CCSVI in these cohorts."
432103,0.0," Amoebae are good candidates to be a reservoir of the elusive M. ulcerans, but this relationship has not yet been thoroughly investigated. Here, we study the potential for amoebae to host M. ulcerans both experimentally as by sampling an aquatic environment. Our results show that M. ulcerans can indeed be phagocytosed in vitro by A. polyphaga and that viable bacilli persist for at least 2 weeks. We observed both tight and spacious phagosomal vacuoles containing M. ulcerans in infected A. polyphaga with transmission electron microscopy, as has been described for M. avium-infected A. [29,47] and for macrophages infected with mycobacteria [50], including M. ulcerans [51]. The observed reduction in the number of viable bacilli is probably due to bacilli that are expelled by the amoebae after a phase of intracellular multiplication, as has been reported for in vitro mycobacteria-infected macrophages [52,53]. The kanamycin in the medium therefore probably killed released bacteria and resulted in an underestimation of the capacity of M. ulcerans to grow inside the protozoan cells. Compared to a noninfected A. polyphaga monolayer, infection with the M. ulcerans strains did not result in a higher loss of cells (data not shown) indicating that the infection did not affect A. polyphaga viability. "
432103,1.0," By analysing samples from an aquatic environment in BU endemic and nearby non-endemic communities in southern Ghana, we found several mycobacterium species intracellularly in eukaryotic micro-organisms. Most of the mycobacterium species we identified are potentially pathogenic to humans [54–57]. We did not isolate M. ulcerans, even not by successively passaging IS2404 positive specimens and amoeba cultures in mouse footpads, the method that has led to the only successful isolation of M. ulcerans from the environment [15] (data not shown). We isolated mycobacteria as frequently from an intracellular source as free-living, suggesting that it is quite common for several species of mycobacteria to infect micro-organisms in natural circumstances. The intracellular lifestyle was found significantly more frequent in detritus samples compared to water and biofilm samples. This could be due to the low oxygen levels in this organic debris. For several environmental bacteria (including M. avium) it has been shown that oxygen depletion (and other conditions that typically dominate in animal intestines) triggers the invasion of and enhances the survival within host cells [58,59]. "
432103,2.0," We detected the marker IS2404 in 1 water and 2 biofilm samples collected in a BU endemic and a nearby non-endemic community in southern Ghana. In addition, we detected the same marker in 6 amoeba cultures obtained from other samples. This is the first report of the detection of the marker IS2404, suggestive of M. ulcerans presence, in amoeba cultures isolated from the environment. It is noticeable that we tripled our detection frequency of IS2404 by searching in the amoeba cultures in addition to the original samples. We could not observe AFB in the smears of these amoeba cultures, but one must take into account that M. ulcerans and other IS2404 containing mycobacteria grow very slowly and thus were probably present in very low quantities on the amoeba cultures. On LJ-medium, M. ulcerans colonies only appear after an average of 10 weeks in primary culture from clinical specimens [60]. From environmental sources, M. ulcerans was only isolated once despite numerous attempts [15]. "
432103,3.0," Other mycobacteria were also quite frequently detected in amoeba cultures (in 17.5%), by a PCR assay targeting their 16S- rRNA gene. For these, mycobacterial presence could be confirmed by microscopy in almost half of the positive cultures. However, the AFB were not observed inside or attached to the amoebae. The fact that in our study mycobacteria could still be detected after multiple subcultures of the amoeba cultures, suggests that the mycobacteria were multiplying extracellularly on the agar plates. IS2404 was in fact also detected on one agar plate on which the amoebae did not survive subculturing. Similarly, in a co-culture study of M. avium and A. polyphaga, M. avium was shown to persist and multiply both intracellularly and extracellularly as a sapro- phyte on the excrement of A. polyphaga, and mycobacterial growth was most extensive extracellularly [47]. "
432103,4.0," The successful uptake and persistence of M. ulcerans inside A. polyphaga in vitro and the higher detection frequency of IS2404 in amoeba cultures as opposed to the crude samples from the environment suggest that amoebae may act as a host for M. ulcerans in natural circumstances. However, our data do not reveal a significant role for protozoa in the distribution patterns of BU disease in humans, so we remain sceptical about their involvement in the direct transmission of M. ulcerans to humans. If a protozoan were to be principally responsible for the observed distribution pattern of BU in humans, one would expect either a particular species with a limited distribution to harbour M. ulcerans, or otherwise several species that only do so in areas where BU actually occurs in humans. In this study, however, we detected IS2404 as frequently in amoeba cultures isolated from BU endemic as from non-BU endemic communities. Moreover, 5 different protozoan species from two divergent families were identified in the IS2404 positive amoeba cultures, some of which are known to be cosmopolitan. On the other hand, we cannot completely rule out that some or all of the IS2404 we detected originated from different mycobacterial species than M. ulcerans. "
432103,5.0," More environmental research is needed in Africa if we want to understand the distribution of BU, and to prevent its transmission from the environment to humans. Environmental research of M. ulcerans has been severely hampered by the difficulties of detecting the pathogen in the environment. Our results indicate that perhaps amoeba cultures can serve for improved detection of M. ulcerans in environmental samples. Co-cultivation with an existing amoeba culture is a technique to selectively isolate amoebae- resistant bacteria that are difficult to grow from the environment [61] and has already been proven successful in the identification of new pathogens and their distribution patterns [62]."
