doc_id,result_id,text
654927,1," Frequency of venous abnormalities on noninvasive and invasive imaging techniques in phase 2 of the PREMiSe All 20 patients fulfilled DS screening criteria that showed anomalies in their IJVs and/or VVs (Figure 1). Of those, one patient did not fulfill invasive screening criteria for endovascular intervention (venous lumen diameter reduction ≥50%). In particular, 19 (95%) patients showed venous abnormality of the right and 19 (95%) of the left IJV, whereas there were 7 (35%) patients who showed venous abnormality of the VVs. The MRV venous abnormalities were found in 7 (35%) of the right and 7 (35%) of the left IJVs and in 3 (15%) of the VVs (Figure 2). Seventeen (85%) patients showed the presence of collateral neck veins on MRV in the right and 15 (75%) on the left side, both on TOF and TRICKS. There were a total of 2.3 (SD 1.2, range 0–4) collateral neck veins on TOF and 2.3 (SD 1.2, range 0–4) on TRICKS. Eleven (55%) patients showed venous abnormality on CV of the right IJV, 14 (73.6%) of the left IJV and 10 (50%) of the azygos veins (Figure 3). Of all stenotic lesions detected by CV in the right IJVs, 11 (100%) were in the lower segment (J3) and 3 (30%) were in the upper segment (J1 or J2), whereas in the left IJVs, 11 (78.6%) of the 14 stenotic veins had lesions detected in the lower segment (J3) and 10 (76.9%) in the upper segment (J1 or J2). The stenotic segment in the azygos vein was in the same location (descending part of the azygos vein distal to the azygos arch). Two of the 20 (10%) left IJVs were not examined by IVUS and one (10%) by CV because of the difficulty to access with the wire. Only 13 of the 14 cases who showed venous abnormality in the left IJV were considered for comparison between CV and IVUS, as one case overlapped with one of the 2 cases who did not get examined with IVUS. Epidural collateral veins were found in 14 (70%) right and 16 (88.9%) left IJVs and in 16 (80%) of the azygos veins. Other collaterals were less common. In total, 10 (50%) right and 15 (83.3%) left IJVs and 17 (85%) azygos veins, demonstrated an IVUS abnormality (Figure 4). The stenosis on IVUS was detected in 7 (35%) right and 11 (61%) left IJVs and in 8 (40%) azygos veins. Reduced respiratory pulsatility was observed in 7 (35%) right and 10 (55.5%) left IJVs and in 7 (35%) azygos veins. Intraluminal abnormalities (septa, vein divided into multiple channels, IHFD and DPL) were detected in all vessels. "
654927,2," Sensitivity and specificity analyses between noninvasive and invasive venous abnormality findings in phase 2 of the PREMiSe study Table 3 shows sensitivity analyses of noninvasive and invasive imaging techniques vs. DS (as a ""gold standard/benchmark"") for the detection of abnormal findings in the IJVs and in azygos vein/VVs. The sensitivity of CV + IVUS was 68.4% for the right and 100% for the left IJV, compared to venous anomalies detected on DS. The sensitivity of IVUS to detect venous anomalies in azygos vein/VVs was high when compared to DS (85.7%). Table 4 shows the sensitivity, specificity, PPV, NPV and OR of noninvasive and invasive imaging techniques vs. MRV as the ""gold standard/benchmark"" for the detection of abnormal findings in the IJVs and in azygos vein/VVs. Compared to the venous anomalies detected on MRV, the sensitivity for the detection of venous abnormalities on CV + IVUS was 71.4% in the right and 100% in left IJVs and 100% in azygos but the specificity was 38.5%, 38.9% and 11.8%, respectively. The sensitivity, specificity, PPV, NPV and OR of IVUS vs. CV as the ""gold standard/benchmark"" for the detection of abnormal findings in the IJVs and in azygos vein/VVs is shown in Table 5. The sensitivity of IVUS ranged from 72.7% for right IJV to 90% for the azygos vein, although the IVUS showed a higher rate of venous anomalies than CV. Table 6 shows the sensitivity, specificity, PPV, NPV and OR of invasive imaging techniques vs. DS + MRV combined as the ""gold standard/benchmark"" for the detection of abnormal findings in the IJVs and in azygos vein/VVs. Again, because the inclusion criteria for the study were having a presence of ≥2 VH extracranial criteria, we were able to derive only sensitivity findings. The sensitivity for the detection of venous anomalies using invasive imaging techniques did not increase compared to DS + MRV. "
432103,0,"Co-incubation of A. polyphaga and M. ulcerans results in intracellular bacilli frequently, Using light microscopy, AFB were observed co-localizing with amoebae after co-incubation of each M. ulcerans strain with A. polyphaga for 3 hours (Figure 2). Electron microscopy was used to confirm the intracellular localization (Figure 3). The bacilli were seen in phagocytic vacuoles with the phagosomal membrane tightly opposed to the bacillary surface (tight phagosomes) (Figure 3D) or, inside ‘‘spacious vacuoles’’ (Figure 3C). The phagosomes contained single (Figure 3C and D) or groups of bacilli (not shown). About 45% of the bacilli in the electron micrographs looked normal according to the parameters previously defined [47], including the presence of an asymmetric profile of the cytoplasmic membrane with the outer layer thicker and denser than the inner layer (Figure 3B). As is typical of the ultrastructure of normal mycobacterial cell envelopes [48], an electron-transparent layer of the cell wall of M. ulcerans was observed (Figure 3B). No electron-transparent zone [49] was seen around the intracellular bacilli (Figure 3). Figure 4 shows that viable M. ulcerans persisted within A. polyphaga for the duration of the experiment (two weeks) although their numbers decreased with 1 to 2 log. "
432103,1," Distribution of amoebae in natural water bodies in Ghana 181 amoeba cultures were obtained from 134 out of 148 collected samples (90.5%). The isolation frequency of amoebae did not differ significantly between BU endemic and non-endemic sites (p = 0.954, x2 1 = 0.004). Different habitats yielded different frequencies of amoeba isolation (p = 0.044, x2 3 = 8.084), with the highest detection frequency in detritus (97.8% vs. 76.9% in water, and 88.9% in biofilms). There was no significant difference between the sampled water bodies (estimated effect: 0.03; 95% CI: 20.19 to 0.24). Because 15 of the 181 amoeba cultures did not survive transportation and/or storage, mycobacteria were only searched for in the remaining 166 amoeba cultures (isolated from 124 different samples). "
432103,2," Detection of M. ulcerans in samples and amoeba cultures IS2404 was detected by real-time PCR in 3 out of 148 samples, after extracting the DNA directly from these samples. In only one of them IS2606 and KR-B were also detected, strongly suggesting the presence of M. ulcerans in that sample (Table 1). The D CT (IS2606 - IS2404) value of 1.96 approaches the known fold difference in copy numbers between IS2404 and IS2606 for M. ulcerans, i.e. 2.3 [44]. However, the high CT values in all 3 of the positive assays (Table 1) imply the presence of less than a genome in the 1 mL DNA extract added to the PCR-mixture so that the D CT’s cannot be considered as true representations of the relative copy numbers of the repeated sequences. Therefore in the two IS2404 positive yet IS2606 and KR-B negative samples the presence of M. ulcerans cannot be denied nor confirmed. Out of the 166 amoeba cultures tested (originating from 124 different samples), seven were positive for IS2404 (Table 1). Again, given the high CT values (Table 1), also here less than a genome was present in the 1 mL of DNA extract added to the PCR mixture. The IS2404 positive amoeba cultures were isolated from BU endemic as well as BU non-endemic communities and from the IS2404-containing different microbial habitats. None of amoeba cultures tested positive for IS2606 or KR-B. However, because of the low mycobacterial DNA content neither the absence or presence of M. ulcerans can be confirmed. None of IS2404 positive amoeba cultures were isolated from samples that had already been found positive for IS2404 in DNA extracted directly from the samples. The following amoebae were identified among the IS2404 positive cultures: Vahlkampfia avara (99% identical with the V. avara sequence in Genbank), a close relative of V. inornata (92% identical with the V. lenticulata (T5 genotype), Acanthamoeba sp. T11 genotype and Acanthamoeba spp. T4 genotype. One of that supposedly supported an amoeba culture did not contain amoebae at the time of IS2404 detection. inornata sequence in Genbank), A. the IS2404 positive agar plates Identification of the IS2404 negative amoebae will be detailed in a subsequent study by Amissah et al. (in preparation). The geographical origins of the IS2404 positive samples and amoeba cultures did not show any distribution pattern. We detected IS2404 in at least 1 sample and/or amoeba culture from all sampled localities, except Bebuso. "
432103,3," Mycobacteria are commonly found intracellularly in the environment and are often detected in amoeba cultures As described in the methods section, subsamples were made to cultivate extracellular and intracellular mycobacteria. Twenty-six of the 148 samples were excluded from further analysis due to contamination of one or both of the subsamples. From 15 samples (12.2%) only intracellular mycobacteria were isolated, from 17 samples (13.9%) only extracellular mycobacteria, and from 32 samples (26.2%) both intra- and extracellular mycobacteria were isolated. Details are given in Table 2. In general the difference between the isolation frequency of extracellular and intracellular mycobacteria was not significant (x2 1 = 0.17, p = 0.89). To assess whether the intracellular life style was more frequent in certain sites or certain habitats, we determined the relative isolation frequency of intracellular mycobacteria (i.e. the number of samples from which intracellular mycobacteria were cultivated divided by the total number of samples from which we cultivated mycobac- teria –intracellular and/or extracellular), and related this to BU endemicity, sampling sites and habitat type. The relative isolation frequency of intracellular mycobacteria did not differ between BU endemic and non-BU endemic areas (0.77 vs. 0.68; p = 0.86, x2 1 = 0.03). The type of habitat, however, did have a significant effect on the relative occurrence of intracellular mycobacteria (p = 0.002; x2 intracellular mycobacteria were more frequently isolated from detritus (relative isolation frequency of 0.95) than from biofilm samples (relative isolation frequency of 0.63; p = 0.01). 3 = 15.1): samples Based on a 821 to 837 bp portion of their 16S-rRNA gene sequence, 76 isolated mycobacteria (of intra- and extracellular origin) could be identified to the species level, with their sequence .99% identical to reference strains of which the sequence is present in GenBank. For 27 isolates, 16S rRNA-DNA sequence based identification was not possible due to the presence of a mixture of different species in the culture. An overview of the identified mycobacterial isolates is shown in Table 3 and Table S1. Species diversity did not show a marked difference between any type of isolation source (Table 3, S1). Mycobacterial 16S-rRNA-DNA was detected in 29 amoeba cultures (17.5%), isolated from 25 out of 124 samples (20.2%). Mycobacterial presence was confirmed by microscopy in 13 of these positive cultures; 1 to 100 AFB were detected per 100 fields, which approximates to orders of 103 to 105 bacilli per culture of amoebae. No AFB were observed co-localising with the amoebae, however. "
2442696,0,"Clinical and demographic data Of the 180 enrolled patients, 173 subjects were eligible for statistical analysis (89 RR-MS and 84 PP-MS) of which 4 RR patients were excluded because of carotid atherosclerosis (1 man) and unavailable transtemporal bone windows (1 man and 2 women), while 1 PP woman abandoned the study because of a previously undiagnosed thyroid enlargement. 82 age and sex matched HCs were selected from general population according to exclusion criteria. Demographic and clinical characteristics of the enrolled groups are showed in table 1. No age and sex differences were found in any of the control or disease groups. Mean basal arterial pressure and beat-rate (in clinostatism) were similar in both groups. 64 of the 85 RR-MS and 18 of the 83 PP-MS patients were on disease-modifying therapy. "
2442696,1," Arterial and Venous blood volume flow A significant asymmetry of the venous CSA (>50%) in supine position were observed in 19 (22.3%) RR-MS, 17 (20.2%) PP-MS patients and 16 (19.5%) HCs with prevalent reduction of left IJV diameter. A negative ΔCSA value was observed in 3 (3.5%) RR-MS, 1 PP-MS (1.2%) and 3 (3.6%) controls. Mean global CBF and CVF values in clinostatism are showed in table 2. The slight reduction of both global CBF and mean total CVF resulted no statistically significant. ΔCVF was negative in 108/173 MS patients (62.4%) and 11/82 (13.4%) HCs (p<0.001). According to clinical phenotype, ΔCVF was negative in 45/85 (52.9%) RR-MS and 63/83 (75.9%) PP-MS (p = 0.01) (figure 1). Age and sex-related differences of CBF, CFV and ΔCVF were not statistically significant. There were no significant correlation among negative ΔCVF and significant asymmetry of venous CSA or negative ΔCSA value. A significantly higher prevalence of negative ΔCVF was observed in EDSS>5 subgroup (42/50, 84%) than in EDSS<5 subgroup (66/118, 55.9%) (p<0.01). "
2442696,2," Intracranial haemodynamic parameters Mean values of PSVs, EDVs and MFVs on TCD examination were similar in all examined arteries between groups (table 3). Postural variations of MFVs in both MCAs were reported in table 4. In sitting position, mean values of MFVs on both MCAs were significantly reduced in RR-MS and PP-MS patients than in control either after 90 s or after 2 min. No significant differences were observed according to age, sex and disease duration. Mean MFV values after 90 s of sitting position were prevalently reduced in patients with EDSS ≥5 than in patients with EDSS<5 (48.3±2 cm/s vs. 54.6±3 cm/s, p = 0.01). BHI values were similar among three groups (RR-MS: 0.88±0.2; PP-MS = 0.86±0.4; HC: 0.88±0.3; p = 0.892). Postural variation of MAP and CPP was reported in table 5. No significant differences in MAP and non-invasive CPP were observed within and between group. Single cerebral veins were inconstantly detected by means of TCDS among subjects without differences between patients and controls and the relative percentages are reported in table 6. Significant reflux was not found in patients or controls and velocity values were within a normal range in all study groups. "
1150,0,"Distribution of suitable habitat, and its relationship to Buruli ulcer In Akonolinga there was a significantly positive correl- ation between Buruli ulcer prevalence and average habi- tat suitability, for both Naucoridae and Belostomatidae, in the wet season (Table 2, Figure 4). This relationship was significant at multiple buffer distances. In contrast, in Bankim there was no significant correlation between Buruli ulcer prevalence and Belostomatidae or Naucoridae average habitat suitability, in either wet or dry seasons or at any buffer distance (Table 3). "
1150,1," Ecologically important variables in the distribution of the aquatic insect families Variable importance was evaluated using Jackknife vari- able removal. Jacknife removes a variable and evaluates the effect of variable removal on the model. In the dry season Belostomatidae and Naucoridae responded in broadly similar fashions; the variable whose removal had the largest effect was GLC 5 km (Figure 5). The land cover categories most suitable for both Belostomatidae and Naucoridae are water bodies, artificial areas, rain fed croplands and forest/grassland mosaics (Figure 6). If one of these categories is the dominant category in 5 km ra- dius, in the dry season, the likelihood of encountering the insect is higher. Unsuitable categories were forest and vegetation/cropland mosaic. In the wet season precipitation is more important than land cover. Precipitation suitability peaks at approxi- mately 300 millimeters per month, and diminishes above or below this (Figure 6). For the dry season there is a simple increase in habitat suitability with increasing precipitation. Flow accumulation had a negative association with habitat suitability, and wetness index had a positive asso- ciation, regardless of season, for both Belostomatidae and Naucoridae. "
1150,2," Model performance AICc for Naucoridae adults (dry season) was 14.6, and 14.2 in the wet season, as in Table 2. For Belostomatidae adults (dry season) the AICc was 12.5, and 12.2 in the wet season. Scores of overfitting are relative; these scores indicate the Belostomatidae model was less prone to overfitting than the Naucoridae model. The AG data set was also used in model validation. In the dry season Naucoridae adults had an AG AUC of 0.83, and 0.80 in the wet season. Belostomatidae adults had an AG AUC of 0.80 in the dry season, and 0.86 in the wet season. These scores indicate that the models are able to describe the distribution of the insects with good accuracy; the model based on SME dataset is able to accurately replicate the independently collected AG dataset. "
1287608,0,"Protocol Table 3 provides an overview of data collection and analysis from MRI scans. PC-VIPR scans were successfully performed and analyzed for 163/172 (94.8%) of all subjects in the head, 155/172 (90.1%) in the neck, and 146/172 (88.9%) in the AV. The main reason for acquisition or analysis failure was due to data archiving problems (head—n = 5; neck—n = 7; AV—n = 9). CE-MRV of the neck was successfully scanned and scored in 97.3% of cases, while that of the chest was slightly lower at 96.1%. CCSVI US scans were successfully performed in all subjects the same day the MRI exam was performed. "
1287608,1," MRI flow analysis Figure 2 displays group-wise bar plot results of total flow and %RF across all vessels measured using PC-VIPR. No major differences are observed for any flow parameter or in any vessel between groups. No statistically significant differences were observed for any flow parameter (total flow, peak flow, or %RF) across all vessels and between all combinations of groups. Likewise, no statistically significant differences were observed between age- and sex-matched pairs. "
1287608,2," CE-MRV analysis Good IJV image quality scores were observed (all subjects averaged: reader 1 = 3.3 ± 0.7, reader 2 = 2.8 ± 0.5), with moderate inter-rater reliability in morphology scores (κ = 0.56). For dichotomized IJV scoring, inter-rater reliability was greater (κ = 0.60). For the AV in the chest, image quality scores were good (all subjects averaged: reader 1 = 3.2 ± 0.9, reader 2 = 2.7 ± 0.5), yet inter-rater reliability in morphology scores was poor (κ = 0.16). Despite variable inter-rater reliability scores, no statistically significant differences between any group combinations were observed for CE-MRV morphology measurements, for either reader. "
1287608,3," MRI flow and US assessment Subjects with %RF > 5% in any part of the MRI regional flow assessment (head, IJVs, AV) were considered to exhibit “CCVSI-like” criteria. The percentage of total subjects showing this feature was compared to the percentage of subjects with ≥ 2 US CCSVI criteria and is shown in Table 4. The number of subjects that exhibited %RF in one or more regions and tested positively for CCSVI criteria from the US exam was nine (14.1%) in MS patients, five (11.4%) in HC subjects, and one (3.2%) in subjects with other neurological disease. "
1287608,4," Trimodality IJV narrowing assessment Figure 3 demonstrates percent of total subjects exhibiting IJV narrowing across groups and readers (as well as flow and US results). Higher occurrence of narrowing is evident in the left IJV, and greater variability is seen for both PC-VIPR and US compared with CE-MRV. "
1128341,0,"Genome sequence comparisons of 179 M. ulcerans isolates from Central Africa. To understand the dynamics and timing of the spread of M. ulcerans across Central Africa, we sequenced the genomes of 179 clinical isolates that were obtained between 1962 and 2014 and spanned most of the known areas of BU endemicity in the Democratic Republic of the Congo, The Republic of the Congo, and Angola (see Table S1 in the supplemental material). To prevent mapping the obtained sequence reads to a reference that diverged signiﬁcantly from these isolates, we assembled a new, complete closed DRC M. ulcerans reference chromosome using PacBio reads. This reference chromosome received the strain name SGL03 (for Songololo territory 2003). SGL03 comprises a single 5,625,184-bp (6,422 bp smaller than the Ghanaian reference chromosome Agy99) circular bacterial chromosome with a G⫹C content of 65.5%. Whole-genome comparisons between SGL03 and Agy99 revealed exten- sive synteny and collinearity. However, a total of 12 large (⬎100 bp) indels were identiﬁed between SGL03 and Agy99 (see Table S2). Most indel events were mediated by copies of insertion (IS) elements IS2404 and IS2606; these either ﬂanked deletions or they were present in the deleted or substituted sequence stretches. Well represented in the deleted sequences were pseudogenes that either contained frameshift mutations or were disrupted by IS elements. Illumina sequence reads of the sample panel were aligned to the newly assembled SGL03 chromosome and, after removing any diversity detected in repetitive IS elements and ignoring small indel polymorphisms, we found 6,655 single nucleotide polymor- phisms (SNPs) uniformly distributed along the bacterial chromosome, which amounts to 1 SNP per 846 bp (see Fig. S2). A total of 161 clones (unique genomes) were discerned among the isolate panel. A Bayesian time-measured phylogeny was inferred from a whole-genome alignment of the isolates (Fig. 1). Both known lineages of African M. ulcerans were identiﬁed within the Central African isolate panel: 178/179 (99.4%) corresponded to lineage Mu_A1 and 1/179 (0.6%) corresponded to the uncommon lineage Mu_A2. The average pairwise SNP difference (SNPΔ) between Mu_A1 Central African isolates was low (59 SNPs, standard deviation [SD] ⫽ 42), as the majority of the discovered diversity derived from the relatively large genetic distance (5,270 SNPs, SD ⫽ 7) between Mu_A1 and the single Mu_A2 isolate from the region. The Mu_A2 isolate (ITM130340) originated from a patient (female [F], 40 years old) from the hamlet Kilima in the Songololo territory (Nkamuna health area) (see Fig. S4). We were unable to retrospectively interview the patient to identify any travel history or activity that could explain the unexpected Mu_A2 distribution. "
1128341,1," Phylogenetic analysis reveals strong geographical restrictions on M. ulcerans dispersal at high-level geographical scales. Within an M. ulcerans phylogeny of the entire African continent (see Fig. S3), the single Songololo Mu_A2 isolate clustered together with a clade of 8 other Mu_A2 isolates originating from Benin, Gabon, and Cameroon. Furthermore, a distinct Mu_A1 isolate from The Republic of the Congo (ITM_071925) clustered together with a small clade of Nigerian and Cameroonian M. ulcerans isolates. More importantly, however, all other 177 Mu_A1 isolates of the Central African panel formed a monophyletic group within that continental African phylogeny. There was distinct spatial clustering of M. ulcerans from the different endemic BU foci within the phylogeny. For instance, all 123 isolates of the endemic BU focus of the Songololo territory formed a strongly supported monophyletic group (Fig. 2). The Songololo territory isolates had an average pairwise SNPΔ of 46 (SD ⫽ 18) and were unrelated to the four isolates from the neighboring Tshela territory (north- west in the Kongo Central province) that formed a separate monophyletic group (Fig. 2). We cannot identify a speciﬁc historic geographical route that these bacterial lineages followed, but the phylogenetic evidence clearly links these separate clonal expansions as a single epidemic. "
1128341,2," The clustering of M. ulcerans genotypes ends at ﬁne geographical scales. We then explored the geographical distribution of M. ulcerans genotypes at a ﬁner geographical scale: that of the Songololo territory. The 123 Songololo isolates originating from 123 individual patients were spread evenly over the territory, and the majority of health areas with a “modest” to “high” BU burden were well represented (Fig. S4). Bayesian model-based inference of the genetic population structure revealed the existence of six groups (designated BAPS groups 1 to 6) within the territory (Fig. 3). The six groups generally cooccurred, as in some regions of the territory, multiple groups were found to be circulating simultaneously. In the health area of Lovo for instance, up to ﬁve different groups were cocirculating (BAPS 1 to 5). The groups were, however, distrib- uted differently over the study region: groups 2, 4, and 5 were found widely dispersed, while groups 1, 3, and 6 were more restricted (Fig. 3). Group 1 (n ⫽ 20) was found almost exclusively in the eastern Kimpese health area, while group 3 (n ⫽ 31) was localized in the western Nsona-Pangu health area (see Fig. S5). Group 6 was uncommon (n ⫽ 4) and found solely in the southwest. Within groups, there were some distinct subgroups, which very occasionally also had a limited distribution across the region. For example, one speciﬁc subgroup of BAPS group 2 consisted of seven isolates that all originated from a 90-km2 zone covering the neighboring health areas of Mukimbungu and Kasi (Fig. S5). However, other subgroups were far more broadly distributed, with the extreme example of identical genomes identiﬁed in different BU patients separated by larger distances (Fig. 3, I to X). A total of ten such genomes that were identiﬁed multiple times in the Songololo territory were discerned (Table 1). The average geo- graphical distance between the domiciles of patients identiﬁed with isolates with identical genomes was 17.3 ⫾ 18.1 km. "
